timestamp,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
1772499300.1117027,3.4007580280303955,-95.14987182617188,-86.12323760986328,-83.5591812133789,87.6339111328125,13.056979179382324,478.60906982421875,-65.05683898925781,285.4382019042969,95.56934356689453,-1.1290582418441772,-99.81793212890625
1772499300.221637,3.340496301651001,-96.47301483154297,-84.65455627441406,-83.70037078857422,87.64000701904297,12.99780559539795,488.3104248046875,-65.04925537109375,285.4532775878906,95.57103729248047,-1.127902626991272,-99.81879425048828
1772499300.3317125,3.280669927597046,-97.80703735351562,-83.1443099975586,-83.87136840820312,87.64544677734375,12.94167709350586,498.0734558105469,-65.05354309082031,285.4441223144531,95.57379150390625,-1.1268917322158813,-99.82233428955078
1772499300.4408145,3.238029956817627,-98.8767318725586,-81.90797424316406,-84.04214477539062,87.6487045288086,12.895339012145996,505.8451843261719,-65.03572082519531,285.44049072265625,95.56812286376953,-1.129159927368164,-99.8184585571289
1772499300.5490763,3.2282400131225586,-99.06208801269531,-81.6845474243164,-84.077392578125,87.6491470336914,12.88837718963623,507.2050476074219,-65.0531997680664,285.4908142089844,95.57064819335938,-1.128774642944336,-99.82132720947266
1772499300.6566262,3.228022575378418,-99.10625457763672,-81.63494110107422,-84.079345703125,87.64958190917969,12.88794231414795,507.54498291015625,-65.0344467163086,285.4791564941406,95.57392883300781,-1.1276088953018188,-99.82113647460938
1772499300.7643523,3.2278048992156982,-99.10690307617188,-81.63494110107422,-84.0795669555664,87.65023040771484,12.88707160949707,507.5447692871094,-65.03445434570312,285.473388671875,95.57292175292969,-1.1272566318511963,-99.8204116821289
1772499300.8727596,3.2110536098480225,-99.30487823486328,-81.4136962890625,-84.11067199707031,87.65088653564453,12.8774995803833,508.9336853027344,-65.11510467529297,285.3937072753906,95.56494903564453,-1.1293199062347412,-99.82742309570312
1772499300.9810216,3.171459197998047,-100.38501739501953,-80.13188171386719,-84.31582641601562,87.65763092041016,12.834859848022461,516.7534790039062,-65.06212615966797,285.41363525390625,95.55921173095703,-1.127692699432373,-99.82386016845703
1772499301.094834,3.1329526901245117,-101.25587463378906,-79.08589935302734,-84.48442840576172,87.65763092041016,12.798528671264648,523.074951171875,-65.11599731445312,285.4139099121094,95.56485748291016,-1.1297484636306763,-99.82633209228516
1772499301.2044756,3.119464635848999,-101.63528442382812,-78.61359405517578,-84.56253051757812,87.658935546875,12.785257339477539,525.8851318359375,-65.09877014160156,285.5069274902344,95.57872772216797,-1.1264541149139404,-99.82676696777344
1772499301.3147755,3.0857441425323486,-102.66560363769531,-77.37834167480469,-84.77224731445312,87.66197967529297,12.746969223022461,533.2747192382812,-65.05071258544922,285.3092041015625,95.5726318359375,-1.1282886266708374,-99.82199096679688
1772499301.4250364,3.036360025405884,-103.93109893798828,-75.7688980102539,-85.11402130126953,87.66785430908203,12.69888973236084,542.3297729492188,-65.07072448730469,285.52471923828125,95.572509765625,-1.1267696619033813,-99.822998046875
1772499301.5342069,2.9867584705352783,-105.36497497558594,-73.95430755615234,-85.4958267211914,87.67133331298828,12.648853302001953,552.5051879882812,-65.06488037109375,285.46063232421875,95.56969451904297,-1.1284890174865723,-99.82244110107422
1772499301.6430485,2.9386796951293945,-106.7579574584961,-72.15472412109375,-85.9083023071289,87.6759033203125,12.601861953735352,562.2786254882812,-65.07250213623047,285.40234375,95.56204223632812,-1.1299093961715698,-99.82319641113281
1772499301.7514036,2.8940815925598145,-108.07414245605469,-70.41605377197266,-86.33165740966797,87.68003845214844,12.560310363769531,571.4468994140625,-65.08656311035156,285.39300537109375,95.55946350097656,-1.1301125288009644,-99.82601928710938
1772499301.859698,2.852311849594116,-109.479736328125,-68.5135726928711,-86.80874633789062,87.68395233154297,12.516146659851074,581.2353515625,-65.06059265136719,285.4765625,95.57705688476562,-1.1262415647506714,-99.82383728027344
1772499301.970137,2.8107595443725586,-110.86727905273438,-66.61674499511719,-87.331298828125,87.68765258789062,12.474160194396973,590.6195678710938,-65.0643539428711,285.4273986816406,95.5624771118164,-1.1296303272247314,-99.82299041748047
1772499302.0786235,2.788569450378418,-111.51449584960938,-65.69780731201172,-87.5851821899414,87.68873596191406,12.453709602355957,595.0593872070312,-65.10121154785156,285.5765380859375,95.57925415039062,-1.1266597509384155,-99.82505798339844
1772499302.1871524,2.7887868881225586,-111.58367156982422,-65.61775207519531,-87.6047592163086,87.68917083740234,12.453274726867676,595.48974609375,-65.07649993896484,285.4568176269531,95.5706558227539,-1.1281794309616089,-99.82420349121094
1772499302.2962487,2.8068437576293945,-111.00825500488281,-66.45488739013672,-87.37416076660156,87.68873596191406,12.463282585144043,591.4732666015625,-65.07374572753906,285.18243408203125,95.54058074951172,-1.1344292163848877,-99.81554412841797
1772499302.4051008,2.842522144317627,-109.587646484375,-68.37716674804688,-86.8507308959961,87.68765258789062,12.508097648620605,581.9014282226562,-65.12015533447266,285.3963928222656,95.56293487548828,-1.1263881921768188,-99.82500457763672
1772499302.513981,2.8901658058166504,-108.18444061279297,-70.2663803100586,-86.36493682861328,87.68460083007812,12.552695274353027,572.2382202148438,-65.07434844970703,285.4149475097656,95.56426239013672,-1.125071406364441,-99.8220443725586
1772499302.623321,2.9395499229431152,-106.78079986572266,-72.1292724609375,-85.90960693359375,87.67829895019531,12.599469184875488,562.4464111328125,-65.04716491699219,285.3727722167969,95.56273651123047,-1.1275286674499512,-99.81974029541016
1772499302.7315428,2.9826250076293945,-105.45809173583984,-73.83116912841797,-85.52410125732422,87.67394256591797,12.64428424835205,553.1693725585938,-65.06387329101562,285.48577880859375,95.57073211669922,-1.1260113716125488,-99.82181549072266
1772499302.844095,3.037447690963745,-103.93370819091797,-75.77346801757812,-85.1072769165039,87.66850280761719,12.699325561523438,542.3478393554688,-65.05564880371094,285.4703369140625,95.57194519042969,-1.1261905431747437,-99.82227325439453
1772499302.950651,3.0911829471588135,-102.49112701416016,-77.57152557373047,-84.75527954101562,87.6639404296875,12.751319885253906,532.0118408203125,-65.05233764648438,285.4609375,95.57058715820312,-1.1263543367385864,-99.82066345214844
1772499303.0591815,3.1425249576568604,-101.15319061279297,-79.20729064941406,-84.46376037597656,87.65850067138672,12.801573753356934,522.3493041992188,-65.06012725830078,285.4343566894531,95.56663513183594,-1.128169298171997,-99.81974029541016
1772499303.1689854,3.1936495304107666,-99.88465118408203,-80.72427368164062,-84.21771240234375,87.65436553955078,12.8524808883667,513.1607055664062,-65.05335235595703,285.435791015625,95.56622314453125,-1.1277804374694824,-99.81964111328125
1772499303.277461,3.248472213745117,-98.54997253417969,-82.28999328613281,-83.9916763305664,87.64936065673828,12.906868934631348,503.4395751953125,-65.06005096435547,285.4231262207031,95.56353759765625,-1.1284902095794678,-99.8193359375
1772499303.3864527,3.2861087322235107,-97.60993957519531,-83.36534881591797,-83.84352111816406,87.64588165283203,12.948421478271484,496.65155029296875,-65.07588958740234,285.4779357910156,95.57764434814453,-1.1249264478683472,-99.82363891601562
1772499303.49574,3.3037302494049072,-97.27860260009766,-83.7569351196289,-83.8008804321289,87.64522552490234,12.962997436523438,494.149658203125,-65.04989624023438,285.3678894042969,95.5609130859375,-1.1281439065933228,-99.82025146484375
1772499303.603881,3.3441948890686035,-96.24066925048828,-84.9051742553711,-83.69341278076172,87.64087677001953,13.00672435760498,486.54925537109375,-65.10308074951172,285.5099182128906,95.55999755859375,-1.128769874572754,-99.82367706298828
1772499303.713017,3.401628255844116,-95.05892944335938,-86.21700286865234,-83.552001953125,87.6347885131836,13.06372356414795,477.9619140625,-65.0735855102539,285.48175048828125,95.57351684570312,-1.126564621925354,-99.82377624511719
1772499303.8215554,3.4625425338745117,-93.73469543457031,-87.65219116210938,-83.44562530517578,87.6297836303711,13.12768268585205,468.23553466796875,-65.08612823486328,285.4642333984375,95.57146453857422,-1.1262519359588623,-99.82691955566406
1772499303.9308534,3.5280253887176514,-92.40959167480469,-89.05583190917969,-83.3720932006836,87.62390899658203,13.194036483764648,458.4969482421875,-65.08470153808594,285.4433288574219,95.5692367553711,-1.1266567707061768,-99.82794952392578
1772499304.0414674,3.602210283279419,-90.99311828613281,-90.5132064819336,-83.32858276367188,87.61781311035156,13.263435363769531,448.1275634765625,-65.07433319091797,285.4722595214844,95.57454681396484,-1.125215768814087,-99.82347106933594
1772499304.15061,3.6866202354431152,-89.51790618896484,-91.99342346191406,-83.32662200927734,87.61019897460938,13.341753005981445,437.4974670410156,-65.03742218017578,285.48150634765625,95.57575225830078,-1.1258260011672974,-99.8177261352539
1772499304.2595444,3.751885414123535,-88.35379028320312,-93.13534545898438,-83.35120391845703,87.60432434082031,13.407453536987305,428.7854309082031,-65.0320816040039,285.46881103515625,95.57520294189453,-1.1255567073822021,-99.81832885742188
1772499304.3662562,3.829333543777466,-86.95602416992188,-94.47720336914062,-83.420166015625,87.59693145751953,13.487077713012695,418.508544921875,-65.0625228881836,285.41693115234375,95.56581115722656,-1.1280591487884521,-99.82059478759766
1772499304.476295,3.9089572429656982,-85.62200164794922,-95.71332550048828,-83.51545715332031,87.58888244628906,13.56691837310791,408.80218505859375,-65.0695571899414,285.4493103027344,95.57180786132812,-1.127482533454895,-99.82125854492188
1772499304.5831926,3.9814019203186035,-84.40719604492188,-96.8065185546875,-83.6329345703125,87.5827865600586,13.642409324645996,399.99188232421875,-65.08773040771484,285.5040283203125,95.57874298095703,-1.1250572204589844,-99.82461547851562
1772499304.69353,4.02034330368042,-83.83525848388672,-97.32516479492188,-83.703857421875,87.58126831054688,13.681568145751953,395.7594299316406,-65.06484985351562,285.42279052734375,95.56275939941406,-1.1269395351409912,-99.824462890625
1772499304.802058,4.411065101623535,-83.69732666015625,-97.44111633300781,-83.73452758789062,87.54558563232422,14.066415786743164,395.2545166015625,-62.03321075439453,285.4393615722656,95.57046508789062,-1.1261931657791138,-99.8200454711914
1772499304.911394,5.445302963256836,-83.5548324584961,-97.56424713134766,-83.80892944335938,87.4533462524414,15.089558601379395,395.2993469238281,-53.9019889831543,285.3685607910156,95.5606689453125,-1.1298245191574097,-99.81193542480469
1772499305.0185673,6.655539512634277,-83.40559387207031,-97.67498016357422,-83.8963851928711,87.34478759765625,16.32307243347168,395.3946533203125,-44.34051513671875,285.4139709472656,95.56735229492188,-1.127630352973938,-99.83885192871094
1772499305.127408,7.574692726135254,-83.310302734375,-97.74568939208984,-83.96709442138672,87.26386260986328,17.23482894897461,395.4227600097656,-37.115745544433594,285.4228515625,95.56461334228516,-1.1297634840011597,-99.83397674560547
1772499305.2372434,7.797029495239258,-83.28768157958984,-97.76265716552734,-83.98123168945312,87.24536895751953,17.451509475708008,395.42767333984375,-35.36860275268555,285.42529296875,95.56632232666016,-1.1288708448410034,-99.82889556884766
1772499305.3464801,8.61219310760498,-83.21371459960938,-97.8124771118164,-84.03975677490234,87.177490234375,18.240568161010742,395.440185546875,-28.970531463623047,285.4620666503906,95.57001495361328,-1.1272484064102173,-99.80484008789062
1772499305.4562051,9.849188804626465,-83.12364959716797,-97.87208557128906,-84.13090515136719,87.06828308105469,19.506498336791992,395.43890380859375,-19.185331344604492,285.4815673828125,95.57294464111328,-1.127008318901062,-99.83694458007812
1772499305.5654845,11.085748672485352,-83.07056427001953,-97.90928649902344,-84.21945190429688,86.96624755859375,20.72282600402832,395.43035888671875,-9.424175262451172,285.4245300292969,95.56389617919922,-1.1295448541641235,-99.81916809082031
1772499305.673176,12.233548164367676,-83.03662872314453,-97.91755676269531,-84.29885864257812,86.87444305419922,21.874757766723633,395.4263000488281,-0.2904304563999176,285.4684143066406,95.56993103027344,-1.122610330581665,-99.82540130615234
1772499305.78136,13.452269554138184,-83.03640747070312,-97.90819549560547,-84.38304901123047,86.77241516113281,23.098482131958008,395.41015625,9.416370391845703,285.40814208984375,95.56417083740234,-1.1264904737472534,-99.8326644897461
1772499305.889919,14.672730445861816,-83.04902648925781,-97.87055969238281,-84.4650650024414,86.670166015625,24.29958152770996,395.370849609375,19.13815689086914,285.47711181640625,95.57682800292969,-1.1261658668518066,-99.81592559814453
1772499305.9984303,15.943446159362793,-83.11798858642578,-97.7981185913086,-84.5510025024414,86.56769561767578,25.575519561767578,395.4060974121094,29.394668579101562,285.4232482910156,95.57054138183594,-1.1297283172607422,-99.82292175292969
1772499306.1068606,17.1406307220459,-83.21088409423828,-97.70609283447266,-84.63236236572266,86.47306060791016,26.780752182006836,395.4133605957031,39.1285400390625,285.3621520996094,95.56246185302734,-1.1338742971420288,-99.83230590820312
1772499306.2146297,18.266021728515625,-83.32096862792969,-97.59362030029297,-84.70763397216797,86.38973999023438,27.88612937927246,395.4059753417969,48.32847213745117,285.3496398925781,95.55799865722656,-1.13412606716156,-99.81319427490234
1772499306.3211775,19.439491271972656,-83.45606231689453,-97.44525146484375,-84.78813171386719,86.29924011230469,29.064167022705078,395.4064025878906,58.01762008666992,285.4287109375,95.56549072265625,-1.131382703781128,-99.8189926147461
1772499306.4296975,20.092580795288086,-83.5402603149414,-97.35061645507812,-84.83055114746094,86.25072479248047,29.730743408203125,395.41009521484375,63.47378158569336,285.50408935546875,95.57463073730469,-1.1245429515838623,-99.83302307128906
1772499306.538764,20.51180076599121,-83.60639190673828,-97.28861236572266,-84.8555679321289,86.21961212158203,30.126033782958984,395.41412353515625,66.9453353881836,285.4810485839844,95.57271575927734,-1.1276143789291382,-99.80941772460938
1772499306.649973,20.710859298706055,-83.64141845703125,-97.25532531738281,-84.86927795410156,86.2035140991211,30.347501754760742,395.43603515625,68.64681243896484,285.4713439941406,95.57186889648438,-1.1277761459350586,-99.8319091796875
1772499306.7609148,20.74001121520996,-83.64315795898438,-97.25554656982422,-84.86949157714844,86.20481872558594,30.366863250732422,395.40557861328125,68.88433074951172,285.4575500488281,95.56971740722656,-1.125881314277649,-99.82189178466797
1772499306.8704212,20.743492126464844,-83.64402770996094,-97.25532531738281,-84.86927795410156,86.20547485351562,30.3681697845459,395.4045104980469,68.91486358642578,285.4536437988281,95.56903076171875,-1.1254154443740845,-99.81964874267578
1772499306.9793217,20.743492126464844,-83.6470718383789,-97.25532531738281,-84.86905670166016,86.20481872558594,30.36838722229004,395.4133605957031,68.91505432128906,285.4325866699219,95.56693267822266,-1.1273928880691528,-99.81986999511719
1772499307.0891855,20.359516143798828,-83.6081314086914,-97.2977523803711,-84.848388671875,86.2254867553711,29.99267578125,395.5385437011719,65.71538543701172,285.4112548828125,95.56394958496094,-1.1373580694198608,-99.8283920288086
1772499307.21392,19.187131881713867,-83.44105529785156,-97.47179412841797,-84.77159881591797,86.31381225585938,28.81485366821289,395.48468017578125,55.93424987792969,285.3544616699219,95.557861328125,-1.1404136419296265,-99.82201385498047
1772499307.3231173,18.011268615722656,-83.29986572265625,-97.61319732666016,-84.69132232666016,86.408447265625,27.634639739990234,395.4562072753906,46.253135681152344,285.371337890625,95.56005859375,-1.1336476802825928,-99.81629943847656
1772499307.4314296,16.741641998291016,-83.1834716796875,-97.73046112060547,-84.60647583007812,86.50721740722656,26.363271713256836,395.4571533203125,35.881649017333984,285.40771484375,95.56475067138672,-1.1309157609939575,-99.81324768066406
1772499307.5560112,15.540541648864746,-83.09971618652344,-97.81117248535156,-84.52706909179688,86.60533142089844,25.17522621154785,395.4529724121094,26.184419631958008,285.4915771484375,95.57282257080078,-1.1221681833267212,-99.8245620727539
1772499307.6630826,14.269391059875488,-83.05207061767578,-97.87448120117188,-84.44331359863281,86.7041015625,23.909948348999023,395.43963623046875,15.945646286010742,285.4668273925781,95.56876373291016,-1.1270849704742432,-99.82865905761719
1772499307.771222,13.057631492614746,-83.03553771972656,-97.91081237792969,-84.35824584960938,86.80221557617188,22.686006546020508,395.4241638183594,6.230673313140869,285.43511962890625,95.56565856933594,-1.1301226615905762,-99.81444549560547
1772499307.8810356,11.830208778381348,-83.0394515991211,-97.91755676269531,-84.27079010009766,86.90142059326172,21.46989631652832,395.41851806640625,-3.5319976806640625,285.4909362792969,95.57543182373047,-1.1275800466537476,-99.82373809814453
1772499307.9897304,10.535562515258789,-83.07948303222656,-97.9053726196289,-84.1774673461914,87.0119400024414,20.182645797729492,395.3748779296875,-13.778104782104492,285.45489501953125,95.57188415527344,-1.1263186931610107,-99.8281478881836
1772499308.097667,9.309444427490234,-83.1617202758789,-97.86033630371094,-84.09044647216797,87.11766815185547,18.948261260986328,395.39013671875,-23.464649200439453,285.3741760253906,95.55899047851562,-1.1300443410873413,-99.81671905517578
1772499308.2051098,8.490799903869629,-83.22393798828125,-97.8150863647461,-84.02952575683594,87.1896743774414,18.133533477783203,395.4004821777344,-29.90320587158203,285.3868713378906,95.56161499023438,-1.1269325017929077,-99.81851196289062
1772499308.3120465,8.339166641235352,-83.23416137695312,-97.80486297607422,-84.02017211914062,87.20120239257812,17.98233413696289,395.39111328125,-31.10650062561035,285.4100036621094,95.56394958496094,-1.127751350402832,-99.81874084472656
1772499308.420088,8.317411422729492,-83.23481750488281,-97.80464172363281,-84.0186538696289,87.2025146484375,17.967323303222656,395.3843078613281,-31.27171516418457,285.4091491699219,95.56428527832031,-1.1276322603225708,-99.82545471191406
1772499308.5289743,8.317411422729492,-83.2352523803711,-97.8024673461914,-84.0184326171875,87.20272827148438,17.968412399291992,395.3973388671875,-31.267101287841797,285.4229736328125,95.56610107421875,-1.126711130142212,-99.82655334472656
1772499308.638134,8.319151878356934,-83.2352523803711,-97.80094909667969,-84.0184326171875,87.2022933959961,17.974502563476562,395.4078063964844,-31.246801376342773,285.4342956542969,95.56780242919922,-1.126057744026184,-99.83094787597656
1772499308.7480137,8.325461387634277,-83.23612213134766,-97.79898834228516,-84.0186538696289,87.20207214355469,17.977983474731445,395.42303466796875,-31.19744110107422,285.4430236816406,95.56876373291016,-1.125654935836792,-99.82814025878906
1772499308.859045,7.742424488067627,-83.30030059814453,-97.75438690185547,-83.9766616821289,87.24950408935547,17.399080276489258,395.4696350097656,-35.79270553588867,285.408935546875,95.56425476074219,-1.1299645900726318,-99.83092498779297
1772499308.9831686,6.513043403625488,-83.43126678466797,-97.6543197631836,-83.8846435546875,87.3584976196289,16.15534019470215,395.45062255859375,-45.487510681152344,285.41412353515625,95.56668090820312,-1.1288999319076538,-99.81322479248047
1772499309.0914867,5.159658432006836,-83.60073852539062,-97.51051330566406,-83.78848266601562,87.4733657836914,14.813920974731445,395.418701171875,-56.15153884887695,285.4930419921875,95.57736206054688,-1.1299511194229126,-99.82185363769531
1772499309.1998656,4.628398418426514,-83.68449401855469,-97.44568634033203,-83.75019073486328,87.52449035644531,14.270696640014648,395.4197998046875,-60.335693359375,285.4708251953125,95.572509765625,-1.1285550594329834,-99.80791473388672
1772499309.308831,4.237894535064697,-83.7475814819336,-97.39369201660156,-83.72409057617188,87.55842590332031,13.90869140625,395.4245300292969,-63.37511444091797,285.4730224609375,95.57164001464844,-1.1272473335266113,-99.83514404296875
1772499309.416751,3.1897335052490234,-83.93728637695312,-97.24205780029297,-83.65055847167969,87.64805603027344,12.868579864501953,395.4478454589844,-71.65509033203125,285.43243408203125,95.56477355957031,-1.1330761909484863,-99.84011840820312
1772499309.5254924,2.0704333782196045,-84.15614318847656,-97.06279754638672,-83.56614685058594,87.75334930419922,11.723173141479492,395.4594421386719,-80.52729034423828,285.40887451171875,95.56338500976562,-1.1320713758468628,-99.81007385253906
1772499309.6361227,0.7076935768127441,-84.4430923461914,-96.82022857666016,-83.46846771240234,87.88105010986328,10.37109375,395.4133605957031,-91.31082916259766,285.4075622558594,95.5644302368164,-1.1280601024627686,-99.81571960449219
1772499309.7451973,-0.05634572356939316,-84.62561798095703,-96.66075897216797,-83.41494750976562,87.95393371582031,9.613798141479492,395.4455261230469,-97.3727035522461,285.4288024902344,95.56681060791016,-1.124706745147705,-99.81951141357422
1772499309.854308,-0.22821106016635895,-84.65977478027344,-96.62899780273438,-83.4053726196289,87.96698760986328,9.436929702758789,395.3916320800781,-98.76533508300781,285.4474792480469,95.56824493408203,-1.1278475522994995,-99.81420135498047
1772499309.9631987,-0.2545347213745117,-84.66651916503906,-96.62399291992188,-83.40363311767578,87.96807098388672,9.421048164367676,395.39154052734375,-98.96610260009766,285.4407043457031,95.56775665283203,-1.1283204555511475,-99.8246078491211
1772499310.071326,-0.25431719422340393,-84.66804504394531,-96.62181854248047,-83.40276336669922,87.968505859375,9.422353744506836,395.41107177734375,-98.96053314208984,285.44732666015625,95.5692138671875,-1.1275134086608887,-99.82568359375
1772499310.1806219,-0.25301188230514526,-84.6684799194336,-96.62117004394531,-83.40254974365234,87.9687271118164,9.42757511138916,395.42010498046875,-98.94249725341797,285.4493103027344,95.5697021484375,-1.126720666885376,-99.82955932617188
1772499310.290115,-0.24735555052757263,-84.66891479492188,-96.62117004394531,-83.40276336669922,87.9687271118164,9.431925773620605,395.43096923828125,-98.89680480957031,285.4460144042969,95.56914520263672,-1.1264070272445679,-99.8282241821289
1772499310.3992045,-0.24300453066825867,-84.66891479492188,-96.62117004394531,-83.40276336669922,87.96829223632812,9.433666229248047,395.4389343261719,-98.86627197265625,285.4459228515625,95.56925201416016,-1.1266653537750244,-99.82564544677734
1772499310.5085912,-0.24082902073860168,-84.66891479492188,-96.62117004394531,-83.40298461914062,87.96785736083984,9.434971809387207,395.44195556640625,-98.85140228271484,285.4456787109375,95.56913757324219,-1.1270021200180054,-99.8248062133789
1772499310.6179144,-0.23908860981464386,-84.66891479492188,-96.62138366699219,-83.40298461914062,87.96763610839844,9.43584156036377,395.444091796875,-98.8391342163086,285.4440002441406,95.56897735595703,-1.1271674633026123,-99.8239517211914
1772594797.3851612,-0.00021755104535259306,-59.99971008300781,-99.99951934814453,-109.99968719482422,89.9997787475586,-0.00021755104535259306,171.8238525390625,-101.7212142944336,372.09393310546875,90.00109100341797,-0.00021755517809651792,-90.0
1772594797.6768866,-0.00021755104535259306,-59.99992752075195,-99.99929809570312,-109.99968719482422,89.9997787475586,-0.00043510209070518613,171.8252410888672,-101.72154998779297,372.0947265625,90.00109100341797,-0.00021755931084044278,-89.9997787475586
1772594797.7855582,0.0,-59.99992752075195,-99.99951934814453,-109.99946594238281,89.9997787475586,-0.00043510209070518613,171.82614135742188,-101.72089385986328,372.09332275390625,90.00109100341797,-0.00021755931084044278,-89.99956512451172
1772594797.8951185,-0.00021755104535259306,-59.99971008300781,-99.99951934814453,-109.9999008178711,90.0,-0.00021755104535259306,171.82276916503906,-101.72013854980469,372.0938720703125,90.00086975097656,-3.304153395333742e-09,-90.0
1772594798.0052686,-0.00021755104535259306,-59.99949264526367,-99.99951934814453,-109.99968719482422,90.0,-0.00021755104535259306,171.82301330566406,-101.72013854980469,372.0945739746094,90.00130462646484,-4.956228316643774e-09,-90.0
1772594798.113986,0.0,-59.99992752075195,-99.99951934814453,-109.99968719482422,90.0,-0.00021755104535259306,171.8250732421875,-101.719482421875,372.0932922363281,90.00086975097656,-3.304153395333742e-09,-89.9997787475586
1772594798.2222486,0.0,-59.99992752075195,-99.99951934814453,-109.99968719482422,89.9997787475586,-0.00021755104535259306,171.8250732421875,-101.7205581665039,372.0932922363281,90.00086975097656,-0.00021755436318926513,-89.9997787475586
1772594798.3313248,-0.00021755104535259306,-59.99992752075195,-99.99951934814453,-109.99968719482422,90.0,-0.00021755104535259306,171.82469177246094,-101.72013854980469,372.0932922363281,90.00086975097656,-3.304153395333742e-09,-90.0
